action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,3434439,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL362018,,CHEMBL362018,,0,http://www.openphacts.org/units/Nanomolar,954894,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,3434440,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2ccccc2CN1CC(=O)N1CCC[C@H]1B(O)O,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '24.02', 'le': None, 'lle': None, 'sei': None}",CHEMBL387050,,CHEMBL387050,6.92,0,http://www.openphacts.org/units/Nanomolar,954895,=,1,1,=,,IC50,nM,,120.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.12
,,3434441,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCN1Cc2ccccc2C1=O,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '22.27', 'le': '0.41', 'lle': '6.01', 'sei': '8.04'}",CHEMBL1243372,,CHEMBL1243372,7.27,0,http://www.openphacts.org/units/Nanomolar,954937,=,1,1,=,,IC50,nM,,54.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.054
,,3434442,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccc2ccccc12,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '23.67', 'le': None, 'lle': None, 'sei': None}",CHEMBL1243373,,CHEMBL1243373,7.72,0,http://www.openphacts.org/units/Nanomolar,954938,=,1,1,=,,IC50,nM,,19.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.019
,,3434443,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cccc2ccccc12,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '20.22', 'le': '0.37', 'lle': '4.13', 'sei': '8.49'}",CHEMBL1243374,,CHEMBL1243374,6.21,0,http://www.openphacts.org/units/Nanomolar,954939,=,1,1,=,,IC50,nM,,610.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.61
,,3434444,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '19.38', 'le': '0.36', 'lle': '6.16', 'sei': '7.60'}",CHEMBL1243402,,CHEMBL1243402,7.10,0,http://www.openphacts.org/units/Nanomolar,954982,=,1,1,=,,IC50,nM,,79.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.079
,,3434445,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '18.22', 'le': '0.34', 'lle': '5.74', 'sei': '7.14'}",CHEMBL1243403,,CHEMBL1243403,6.68,0,http://www.openphacts.org/units/Nanomolar,954983,=,1,1,=,,IC50,nM,,210.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.21
,,3434446,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(Cl)cc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '17.91', 'le': '0.35', 'lle': '5.59', 'sei': '7.68'}",CHEMBL1242939,,CHEMBL1242939,7.18,0,http://www.openphacts.org/units/Nanomolar,954348,=,1,1,=,,IC50,nM,,66.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.066
,,3434447,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(F)cc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '18.81', 'le': '0.35', 'lle': '6.15', 'sei': '7.73'}",CHEMBL1242940,,CHEMBL1242940,7.23,0,http://www.openphacts.org/units/Nanomolar,954349,=,1,1,=,,IC50,nM,,59.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.059
,,3434448,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(C(F)(F)F)cc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '16.02', 'le': '0.31', 'lle': '5.00', 'sei': '7.44'}",CHEMBL1242966,,CHEMBL1242966,6.96,0,http://www.openphacts.org/units/Nanomolar,954394,=,1,1,=,,IC50,nM,,110.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.11
,,3434449,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '18.55', 'le': '0.34', 'lle': '6.08', 'sei': '7.55'}",CHEMBL1242967,,CHEMBL1242967,7.06,0,http://www.openphacts.org/units/Nanomolar,954395,=,1,1,=,,IC50,nM,,88.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.088
,,3434450,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCc3ccsc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '17.08', 'le': '0.33', 'lle': '5.56', 'sei': '7.06'}",CHEMBL1242993,,CHEMBL1242993,6.60,0,http://www.openphacts.org/units/Nanomolar,954436,=,1,1,=,,IC50,nM,,250.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.25
,,3434451,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCn3cc(C(F)(F)F)nc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '14.11', 'le': '0.27', 'lle': '5.54', 'sei': '5.56'}",CHEMBL1242994,,CHEMBL1242994,6.19,0,http://www.openphacts.org/units/Nanomolar,954437,=,1,1,=,,IC50,nM,,650.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.65
,,3434452,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '10.98', 'le': '0.21', 'lle': '4.77', 'sei': '3.88'}",CHEMBL1243027,,CHEMBL1243027,4.82,0,http://www.openphacts.org/units/Nanomolar,954479,=,1,1,=,,IC50,nM,,15000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,15.0
,,3434453,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccc(F)cc3)CC2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '14.72', 'le': '0.28', 'lle': '5.41', 'sei': '6.50'}",CHEMBL1243028,,CHEMBL1243028,6.29,0,http://www.openphacts.org/units/Nanomolar,954480,=,1,1,=,,IC50,nM,,510.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.51
,,3434454,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccncc3)CC2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '13.39', 'le': '0.25', 'lle': '5.35', 'sei': '5.01'}",CHEMBL1243060,,CHEMBL1243060,5.50,0,http://www.openphacts.org/units/Nanomolar,954522,=,1,1,=,,IC50,nM,,3200.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,3.2
,,3434455,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CC=C(c3ccc(Cl)cc3)CC2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '15.19', 'le': '0.30', 'lle': '4.33', 'sei': '7.16'}",CHEMBL1243061,,CHEMBL1243061,6.70,0,http://www.openphacts.org/units/Nanomolar,954523,=,1,1,=,,IC50,nM,,200.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.2
,,3434456,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCC2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '22.42', 'le': '0.42', 'lle': '7.12', 'sei': '7.63'}",CHEMBL1243091,,CHEMBL1243091,7.14,0,http://www.openphacts.org/units/Nanomolar,954562,=,1,1,=,,IC50,nM,,73.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.073
,,3434457,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCCC2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '18.46', 'le': '0.35', 'lle': '5.73', 'sei': '6.56'}",CHEMBL1243092,,CHEMBL1243092,6.14,0,http://www.openphacts.org/units/Nanomolar,954563,=,1,1,=,,IC50,nM,,730.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.73
,,3434458,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)Nc2ccccc2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243093,,CHEMBL1243093,,0,http://www.openphacts.org/units/Nanomolar,954564,>,1,1,>,,IC50,nM,,20000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,20.0
,,3434459,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '20.03', 'le': '0.38', 'lle': '6.81', 'sei': '8.23'}",CHEMBL1243126,,CHEMBL1243126,7.70,1,http://www.openphacts.org/units/Nanomolar,954604,=,1,1,=,,IC50,nM,,20.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.02
,,3434460,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(Cl)cc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '17.19', 'le': '0.34', 'lle': '5.66', 'sei': '7.70'}",CHEMBL1243127,,CHEMBL1243127,7.20,0,http://www.openphacts.org/units/Nanomolar,954605,=,1,1,=,,IC50,nM,,63.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.063
,,3434461,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CC(F)(F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '19.03', 'le': '0.36', 'lle': '6.48', 'sei': '8.19'}",CHEMBL1243153,,CHEMBL1243153,7.66,0,http://www.openphacts.org/units/Nanomolar,954644,=,1,1,=,,IC50,nM,,22.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.022
,,3434462,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](C(=O)N2CCSC2)C[C@H]1CC(=O)N1Cc2ccccc2C1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243154,,CHEMBL1243154,,0,http://www.openphacts.org/units/Nanomolar,954645,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,50.0
,,3434463,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](C(=O)N2CCCC2)C[C@H]1CC(=O)N1Cc2ccccc2C1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243183,,CHEMBL1243183,,0,http://www.openphacts.org/units/Nanomolar,954686,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,3434464,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N[C@H](C(=O)N2CCC[C@H]2B(O)O)C[C@H]1CC(=O)N1Cc2ccccc2C1,,,CHEMBL1240513,J Med Chem,2010.0,"{'bei': '19.49', 'le': None, 'lle': None, 'sei': None}",CHEMBL1243184,,CHEMBL1243184,7.51,0,http://www.openphacts.org/units/Nanomolar,954687,=,1,1,=,,IC50,nM,,31.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,0.031
,,3434465,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243215,,CHEMBL1243215,,0,http://www.openphacts.org/units/Nanomolar,954725,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,3434466,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243216,,CHEMBL1243216,,0,http://www.openphacts.org/units/Nanomolar,954726,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,100.0
,,3434467,[],CHEMBL1246389,Inhibition of human recombinant FAP expressed in Hi5 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC(CC(=O)N2Cc3ccccc3C2)C(=O)N1,,,CHEMBL1240513,J Med Chem,2010.0,,CHEMBL1243248,,CHEMBL1243248,,0,http://www.openphacts.org/units/Nanomolar,954767,>,1,1,>,,IC50,nM,,20000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,20.0
,,5237803,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1422,SITAGLIPTIN,CHEMBL1422,,0,http://www.openphacts.org/units/Nanomolar,1334107,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237804,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL25211,,CHEMBL25211,,0,http://www.openphacts.org/units/Nanomolar,1334108,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237805,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682974,,CHEMBL1682974,,0,http://www.openphacts.org/units/Nanomolar,1334109,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237806,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccccc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682975,,CHEMBL1682975,,0,http://www.openphacts.org/units/Nanomolar,1334110,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237807,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccccc1C(F)(F)F,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682976,,CHEMBL1682976,,0,http://www.openphacts.org/units/Nanomolar,1334111,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237808,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1cccc(C#N)c1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682977,,CHEMBL1682977,,0,http://www.openphacts.org/units/Nanomolar,1334112,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237809,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(C#N)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682978,,CHEMBL1682978,,0,http://www.openphacts.org/units/Nanomolar,1334113,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237810,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(N)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682979,,CHEMBL1682979,,0,http://www.openphacts.org/units/Nanomolar,1334114,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237811,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682980,,CHEMBL1682980,,0,http://www.openphacts.org/units/Nanomolar,1334115,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237812,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1cccc(C(N)=O)c1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682981,,CHEMBL1682981,,0,http://www.openphacts.org/units/Nanomolar,1334116,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237813,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(C(N)=O)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682982,,CHEMBL1682982,,0,http://www.openphacts.org/units/Nanomolar,1334117,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237814,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(F)cc1F,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682983,,CHEMBL1682983,,0,http://www.openphacts.org/units/Nanomolar,1334118,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237815,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(-c2cnco2)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682984,,CHEMBL1682984,,0,http://www.openphacts.org/units/Nanomolar,1334119,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237816,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(-c2csnn2)cc1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1682985,,CHEMBL1682985,,0,http://www.openphacts.org/units/Nanomolar,1334120,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237817,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]ncc1S(=O)(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1683086,,CHEMBL1683086,,0,http://www.openphacts.org/units/Nanomolar,1334225,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
,,5237818,[],CHEMBL1687450,Inhibition of FAP,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cnc(S(=O)(=O)N(C)[C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)c1,,,CHEMBL1681733,Bioorg Med Chem Lett,2011.0,,CHEMBL1683087,,CHEMBL1683087,,0,http://www.openphacts.org/units/Nanomolar,1334226,>,1,1,>,,IC50,nM,,35000.0,CHEMBL4683,Homo sapiens,Fibroblast activation protein alpha,9606,,,IC50,uM,UO_0000065,,35.0
